title,production_companies,revenue
Open Season,"['home box office (hbo)', 'frozen rope productions inc.']",0.0
Dos CrÃ­menes,,0.0
Brother Minister: The Assassination of Malcolm X,,0.0
Highlander: The Final Dimension,"['trans-film', 'initial groupe', 'lumiã¨re pictures', 'fallingcloud']",36800000.0
Federal Hill,,0.0
In the Mouth of Madness,['new line cinema'],8946600.0
8 Seconds,['new line cinema'],0.0
Above the Rim,['new line cinema'],0.0
Addams Family Values,"['paramount pictures', 'orion pictures', 'scott rudin productions']",48919043.0
Martin Lawrence: You So Crazy,['hbo independent productions'],0.0
The Age of Innocence,['columbia pictures'],32255440.0
Airheads,"['twentieth century fox film corporation', 'island world', 'robert simonds productions']",0.0
The Air Up There,"['hollywood pictures', 'polygram filmed entertainment', 'interscope communications', 'nomura babcock & brown', 'nbb unit one film partners', 'longview entertainment']",21011500.0
Another Stakeout,['touchstone pictures'],0.0
Bad Girls,"['twentieth century fox film corporation', 'ruddy morgan organization, the']",15240435.0
Barcelona,"['fine line features', 'castle rock entertainment', 'barcelona films']",0.0
Being Human,"['warner bros.', 'enigma productions', 'bsb', 'natwest ventures', 'fujisankei']",0.0
The Beverly Hillbillies,['twentieth century fox film corporation'],0.0
Beverly Hills Cop III,"['paramount pictures', 'eddie murphy productions']",119208989.0
Black Beauty,['warner bros.'],0.0
Blink,['new line cinema'],16668552.0
Blown Away,"['trilogy entertainment group', 'metro-goldwyn-mayer (mgm)']",30156002.0
Blue Chips,['paramount pictures'],0.0
Blue Sky,"['orion pictures corporation', 'heathrow productions']",0.0
Body Snatchers,"['warner bros.', 'dorset productions', 'robert h. solo productions']",428868.0
Boxing Helena,['mainline pictures'],1796389.0
A Bronx Tale,"['hbo films', 'savoy pictures']",17287898.0
Cabin Boy,['touchstone pictures'],3662459.0
Calendar Girl,"['columbia pictures', 'parkway productions']",2570145.0
Carlito's Way,"['universal pictures', 'epic productions', 'bregman/baer productions']",36516012.0
City Slickers II: The Legend of Curly's Gold,"['columbia pictures', 'castle rock entertainment']",0.0
Clean Slate,['metro-goldwyn-mayer (mgm)'],7355425.0
Cliffhanger,"['tristar pictures', 'canal+', 'carolco pictures', 'rcs video', 'cliffhanger productions', 'pioneer']",255000211.0
Coneheads,['paramount pictures'],0.0
Color of Night,"['hollywood pictures', 'cinergi pictures entertainment']",19726050.0
Cops & Robbersons,['tristar pictures'],0.0
The Cowboy Way,"['imagine entertainment', 'universal pictures']",0.0
Dangerous Game,"['metro-goldwyn-mayer (mgm)', 'maverick picture company', 'cecchi gori europa n.v.', 'eye productions', 'pentamerica']",0.0
Dave,"['donner/shuler-donner productions', 'warner bros.', 'northern lights entertainment']",63000000.0
Dazed and Confused,"['gramercy pictures', 'alphaville productions', 'the criterion collection']",7993039.0
Demolition Man,"['silver pictures', 'warner bros.']",159055768.0
The Endless Summer 2,,0.0
Even Cowgirls Get the Blues,['fine line features'],0.0
Fatal Instinct,['metro-goldwyn-mayer (mgm)'],0.0
Farewell My Concubine,"['beijing film studio', 'china film co-production corporation', 'maverick picture company']",0.0
The Favor,"['orion pictures', 'nelson entertainment']",0.0
Fearless,"['spring creek productions', 'warner bros.']",0.0
Fear of a Black Hat,,0.0
With Honors,"['spring creek productions', 'warner bros.']",0.0
Flesh and Bone,"['paramount pictures', 'spring creek productions', 'mirage']",9488998.0
Widows' Peak,['fine line features'],0.0
For Love or Money,"['universal studios', 'imagine entertainment']",11146270.0
The Firm,"['paramount pictures', 'mirage enterprises', 'davis entertainment']",270248367.0
Free Willy,"['canal plus', 'regency enterprises', 'alcor films', 'warner bros.', 'donner/shuler-donner productions']",153698625.0
Fresh,['miramax films'],0.0
The Fugitive,['warner bros.'],368875760.0
Geronimo: An American Legend,['columbia pictures'],18635620.0
The Getaway,"['universal pictures', 'largo entertainment']",30.0
Getting Even with Dad,['metro-goldwyn-mayer (mgm)'],0.0
Go Fish,"['killer films', 'the samuel goldwyn company', 'can i watch', 'islet', 'kpvi']",0.0
A Good Man in Africa,['gramercy pictures'],0.0
Guilty as Sin,['hollywood pictures'],22886222.0
Hard Target,"['universal pictures', 'renaissance pictures', 'alphaville films']",74189677.0
Heaven & Earth,"['regency enterprises', 'warner bros.']",0.0
Hot Shots! Part Deux,"['twentieth century fox film corporation', 'sidley wright & associates']",133752825.0
Live Nude Girls,"['spelling entertainment', 'irs media', 'republic pictures (ii)']",0.0
The Englishman Who Went Up a Hill But Came Down a Mountain,"['miramax films', 'parallax pictures']",0.0
The House of the Spirits,"['det danske filminstitut', 'spring creek productions', 'eurimages', 'costa do castelo filmes', 'neue constantin film', 'house of spirits film']",0.0
House Party 3,,0.0
The Hudsucker Proxy,"['polygram filmed entertainment', 'silver pictures', 'warner bros.', 'working title films', 'polygram filmproduktion']",0.0
I'll Do Anything,"['gracie films', 'columbia pictures corporation']",0.0
In the Army Now,['hollywood pictures'],28881266.0
In the Line of Fire,"['castle rock entertainment', 'columbia pictures corporation']",176997168.0
In the Name of the Father,"['universal pictures', ""hell's kitchen films""]",65796862.0
The Inkwell,['touchstone pictures'],8880705.0
What's Love Got to Do with It,['touchstone pictures'],0.0
Jimmy Hollywood,"['paramount pictures', 'baltimore pictures']",0.0
Judgment Night,"['universal pictures', 'largo entertainment', 'jvc entertainment networks']",12136938.0
Jurassic Park,"['universal pictures', 'amblin entertainment']",920100000.0
Kalifornia,"['propaganda films', 'kouf/bigelow productions']",2395231.0
Killing Zoe,['live entertainment'],418961.0
King of the Hill,['gramercy pictures'],0.0
Lassie,['paramount pictures'],0.0
Last Action Hero,"['columbia pictures corporation', 'oak productions']",137298489.0
Life With Mikey,['touchstone pictures'],0.0
Lightning Jack,['savoy pictures'],0.0
M. Butterfly,"['geffen pictures', 'warner bros.']",1499795.0
Made in America,"['regency enterprises', 'warner bros.']",0.0
Malice,"['columbia pictures', 'new line cinema', 'castle rock entertainment', 'nelvana limited']",46405336.0
The Man without a Face,"['icon entertainment international', 'warner bros.']",24760338.0
Manhattan Murder Mystery,['tristar pictures'],11285588.0
Menace II Society,['new line cinema'],27900000.0
Executive Decision,"['silver pictures', 'warner bros.']",121969216.0
In the Realm of the Senses,"['argos films', 'oshima productions', 'shibata organisation']",0.0
What Happened Was...,"['the samuel goldwyn company', 'good machine']",0.0
Much Ado About Nothing,"['renaissance films', 'american playhouse theatrical films']",0.0
Mr. Jones,"['tristar pictures', 'rastar films']",0.0
Mr. Wonderful,"['warner bros.', 'the samuel goldwyn company', 'night life inc.']",0.0
Mrs. Doubtfire,"['twentieth century fox film corporation', 'blue wolf']",441286195.0
Naked,"['thin man films', 'the criterion collection']",0.0
The Next Karate Kid,['columbia pictures corporation'],15826984.0
The New Age,"['regency enterprises', 'alcor films', 'ixtlan', 'warner bros.', 'new regency pictures']",0.0
No Escape,"['columbia pictures corporation', 'pacific western', 'allied filmmakers', 'platinum pictures']",15340000.0
North,"['columbia pictures', 'new line cinema', 'castle rock entertainment']",0.0
Orlando,"['mikado film', 'lenfilm studio', 'adventure pictures']",0.0
A Perfect World,"['malpaso productions', 'warner bros.']",135130999.0
Philadelphia,"['tristar pictures', 'clinica estetico']",206678440.0
The Piano,"['new south wales film & television office', 'the australian film commission', 'ciby 2000', 'jan chapman productions']",116700000.0
Poetic Justice,['columbia pictures'],27515786.0
The Program,['touchstone pictures'],23042200.0
The Puppet Masters,['hollywood pictures'],8638072.0
Radioland Murders,['universal pictures'],0.0
The Ref,"['touchstone pictures', 'don simpson/jerry bruckheimer films']",11439193.0
The Remains of the Day,"['columbia pictures', 'merchant ivory productions']",23237911.0
Renaissance Man,"['cinergi pictures entertainment', 'touchstone pictures']",24332324.0
Rising Sun,"['twentieth century fox film corporation', 'walrus & associates']",107198790.0
The Road to Wellville,"['columbia pictures', 'beacon pictures']",0.0
RoboCop 3,['orion pictures'],10696210.0
Robin Hood: Men in Tights,"['gaumont', 'twentieth century fox film corporation', 'brooksfilms']",35739755.0
Romeo Is Bleeding,"['working title films', 'polygram filmed entertainment', 'hilary henkin']",3275585.0
Romper Stomper,"['the australian film commission', 'film victoria', 'seon film productions', 'romper stomper pty. ltd.']",0.0
Ruby in Paradise,"['ruby in paradise', 'full crew/say yea']",1001437.0
Rudy,['tristar pictures'],22750363.0
The Saint of Fort Washington,"['david v. picker productions', 'nessa hyams', 'carrie productions inc.']",0.0
Savage Nights,"['sociã©tã© nouvelle de cinã©matographie', 'la sept cinã©ma']",0.0
Schindler's List,"['universal pictures', 'amblin entertainment']",321365567.0
The Scout,"['twentieth century fox film corporation', 'santo domingo film & music video']",0.0
Searching for Bobby Fischer,['mirage enterprises'],7266383.0
Second Best,"['regency enterprises', 'alcor films', 'warner bros.', 'fron film production']",0.0
The Secret Garden,"['american zoetrope', 'warner bros.']",0.0
Serial Mom,"['savoy pictures', 'polar entertainment']",7820688.0
The Shadow,['universal pictures'],48063435.0
Shadowlands,"['shadowlands productions', 'savoy pictures']",0.0
Short Cuts,"['fine line features', 'spelling entertainment', 'avenue entertainment']",6110979.0
A Simple Twist of Fate,['touchstone pictures'],0.0
Sirens,"['miramax films', 'sarah radclyffe productions - sirens limited', 'british screen finance ltd', 'samson productions ii']",7770731.0
Six Degrees of Separation,"['metro-goldwyn-mayer (mgm)', 'new regency pictures', 'maiden movies']",0.0
Sleepless in Seattle,['tristar pictures'],227799884.0
Sliver,"['paramount pictures', 'robert evans company']",116300000.0
Blade Runner,"['shaw brothers', 'warner bros.', 'the ladd company']",33139618.0
Son in Law,['hollywood pictures'],36448200.0
So I Married an Axe Murderer,['tristar pictures'],11585483.0
Striking Distance,"['columbia pictures industries', 'columbia films s.a.']",0.0
Harem,,0.0
Super Mario Bros.,"['hollywood pictures', 'cinergi pictures entertainment', 'allied filmmakers', 'walt disney', 'nintendo']",20915465.0
Surviving the Game,['new line cinema'],7690013.0
Terminal Velocity,"['hollywood pictures', 'polygram filmed entertainment', 'interscope communications', 'nomura babcock & brown']",16478900.0
Thirty Two Short Films About Glenn Gould,['rhombus media'],0.0
Threesome,"['tristar pictures', 'motion picture corporation of america (mpca)']",0.0
The Nightmare Before Christmas,"['tim burton productions', 'skellington productions inc.', 'touchstone pictures']",75634409.0
The Three Musketeers,"['walt disney pictures', 'caravan pictures']",53898845.0
Tombstone,"['hollywood pictures', 'cinergi pictures entertainment']",56505065.0
Trial by Jury,"['warner bros.', 'morgan creek productions']",0.0
True Romance,"['davis-films', 'august entertainment', 'warner bros.', 'morgan creek productions']",12281551.0
The War Room,,0.0
The Pagemaster,"['twentieth century fox film corporation', 'turner pictures (i)']",13670688.0
"Paris, France","['tã©lã©film canada', 'the ontario film development corporation', 'alliance communications corporation']",0.0
"The Beans of Egypt, Maine",,0.0
Killer,"['republic pictures (ii)', 'keystone film company (ii)']",0.0
Welcome to the Dollhouse,,0.0
Germinal,"['renn productions', 'france 2 cinã©ma', 'dd productions']",0.0
Chasers,"['warner bros.', 'morgan creek productions']",1596687.0
Cronos,['cncaimc'],0.0
Naked in New York,"['fine line features', 'some film']",0.0
Kika,"['ciby 2000', 'el deseo s.a.']",0.0
Bhaji on the Beach,['channel 4 television'],0.0
Little Big League,"['columbia pictures', 'castle rock entertainment']",0.0
The Slingshot,"['svt drama', 'nordisk film', 'svensk filmindustri (sf)', 'svenska filminstitutet (sfi)']",0.0
Wide Eyed and Legless,,0.0
Foreign Student,,0.0
"Ciao, Professore!",,0.0
Spanking the Monkey,"['fine line features', 'swelter films', 'buckeye films']",0.0
The Little Rascals,"['universal pictures', 'amblin entertainment', 'king world entertainment']",67308282.0
Ã€ la mode,,0.0
Andre,['paramount pictures'],0.0
The Escort,,0.0
Princess Caraboo,['tristar pictures'],3021629.0
The Celluloid Closet,"['sony pictures classics', 'channel four films', 'arte', 'brillstein-grey entertainment', 'home box office (hbo)', 'columbia pictures television', 'zweites deutsches fernsehen (zdf)', 'telling pictures']",0.0
CafÃ© au Lait,,0.0
Dear Diary,"['sacher film', 'la sept cinã©ma', 'banfilm']",0.0
I Don't Want to Talk About It,"['oscar kramer s.a.', 'aura film', 'mojame s.a.']",0.0
The Brady Bunch Movie,['paramount pictures'],0.0
Home Alone,"['twentieth century fox film corporation', 'hughes entertainment']",476684675.0
Ghost,['paramount pictures'],505000000.0
Aladdin,['walt disney pictures'],504050219.0
Terminator 2: Judgment Day,"['lightstorm entertainment', 'pacific western', 'canal+', 'carolco pictures', 't2 productions']",520000000.0
Dances with Wolves,"['tig productions', 'majestic films international']",424208848.0
Tough and Deadly,['shapiro-glickenhaus entertainment'],0.0
Batman,"['polygram filmed entertainment', 'the guber-peters company', 'warner bros.']",411348924.0
The Silence of the Lambs,"['orion pictures', 'strong heart/demme production']",272742922.0
Snow White and the Seven Dwarfs,['walt disney productions'],184925486.0
Beauty and the Beast,"['walt disney pictures', 'walt disney animation studios', 'silver screen partners iv']",377350553.0
Pinocchio,"['rko radio pictures', 'walt disney productions']",84300000.0
Pretty Woman,"['touchstone pictures', 'silver screen partners iv']",463000000.0
Window to Paris,"['sodaperaga productions', 'la sept cinã©ma', 'fontaine sarl']",0.0
The Wild Bunch,['warner brothers/seven arts'],638641.0
Love and a .45,['trimark pictures'],0.0
The Wooden Man's Bride,['long shong pictures'],0.0
A Great Day in Harlem,,0.0
