belongs_to_collection,title,revenue
dirty harry collection,Magnum Force,39768000.0
porky's collection,Porky's,125728258.0
porky's collection,Porky's II: The Next Day,33759266.0
porky's collection,Porky's 3: Revenge,20518905.0
nuke 'em high collection,Class of Nuke 'Em High,0.0
the toxic avenger collection,The Toxic Avenger,0.0
the toxic avenger collection,The Toxic Avenger Part II,0.0
the toxic avenger collection,The Toxic Avenger Part III: The Last Temptation of Toxie,0.0
predator collection,Predator 2,57120318.0
alien nation collection,Alien Nation,32155047.0
mad max collection,Mad Max,100000000.0
mad max collection,Mad Max 2: The Road Warrior,24600832.0
mad max collection,Mad Max Beyond Thunderdome,36230219.0
9â½ weeks collection,Nine 1/2 Weeks,6735922.0
firestarter collection,Firestarter,17080167.0
shaft collection,Shaft,12121618.0
shaft collection,Shaft,107196498.0
f/x collection,F/X,20603715.0
f/x collection,F/X2,0.0
missing in action collection,Missing in Action,22812411.0
missing in action collection,Missing in Action 2: The Beginning,10755447.0
missing in action collection,Braddock: Missing in Action III,6193901.0
the sinbad collection,The Golden Voyage of Sinbad,11000000.0
house party collection,House Party,26386000.0
house party collection,House Party 2,0.0
nekromantik collection,Nekromantik,0.0
shaft collection,Shaft in Africa,1458000.0
shaft collection,Shaft's Big Score!,10000000.0
scary movie collection,Scary Movie,278019771.0
x-men collection,X-Men,296339527.0
pokã©mon collection,PokÃ©mon: The Movie 2000,133949270.0
the sinbad collection,Sinbad and the Eye of the Tiger,16000000.0
the nutty professor collection,Nutty Professor II: The Klumps,123307945.0
hollow man collection,Hollow Man,190213455.0
phantasm collection,Phantasm II,7282851.0
phantasm collection,Phantasm III: Lord of the Dead,0.0
phantasm collection,Phantasm IV: Oblivion,0.0
pumpkinhead collection,Pumpkinhead,4385516.0
sleepaway camp collection,Sleepaway Camp,0.0
"ilsa, she wolf of the ss collection",Ilsa: She Wolf of the SS,0.0
the cell collection,The Cell,104155843.0
godzilla (millennium) collection,Godzilla 2000,10037390.0
naked gun collection,The Naked Gun: From the Files of Police Squad!,78756177.0
naked gun collection,The Naked Gun 2Â½: The Smell of Fear,86930411.0
the art of war collection,The Art of War,30199105.0
bring it on collection,Bring It On,90449929.0
highlander collection,Highlander: Endgame,15843608.0
anatomy collection,Anatomy,0.0
urban legend,Urban Legends: Final Cut,38574362.0
heart of gold collection,Dancer in the Dark,40031879.0
hellraiser collection,Hellraiser,14564027.0
hellraiser collection,Hellbound: Hellraiser II,12090735.0
hellraiser collection,Hellraiser III: Hell on Earth,12534961.0
beach party collection,Beach Party,0.0
beach party collection,Bikini Beach,0.0
the fly (1958 series),Return of the Fly,0.0
beach party collection,Pajama Party,0.0
creature from the black lagoon (universal series),Creature from the Black Lagoon,1300000.0
the invisible man (universal series),The Invisible Man,0.0
the slumber party massacre collection,The Slumber Party Massacre,0.0
the slumber party massacre collection,Slumber Party Massacre II,0.0
the slumber party massacre collection,Slumber Party Massacre III,0.0
the sorority house massacre collection,Sorority House Massacre,0.0
the sorority house massacre collection,Sorority House Massacre II,0.0
digimon collection,Digimon: The Movie,0.0
meet the parents collection,Meet the Parents,330444045.0
billy jack collection,Billy Jack,0.0
billy jack collection,Billy Jack Goes to Washington,0.0
ghoulies collection,Ghoulies,35000000.0
ghoulies collection,Ghoulies II,0.0
drunken master collection,The Legend of Drunken Master,0.0
blair witch collection,Book of Shadows: Blair Witch 2,0.0
charlie's angels collection,Charlie's Angels,264105545.0
james bond collection,Diamonds Are Forever,116019547.0
rugrats collection,Rugrats in Paris: The Movie,103.0
101 dalmatians (live-action) collection,102 Dalmatians,183611771.0
"crouching tiger, hidden dragon collection","Crouching Tiger, Hidden Dragon",213525736.0
dungeons & dragons collection,Dungeons & Dragons,15185241.0
james bond collection,The Living Daylights,191185897.0
wall street collection,Wall Street,43848069.0
the emperor's new groove collection,The Emperor's New Groove,169327687.0
miss congeniality collection,Miss Congeniality,212000000.0
dracula 2000 collection,Dracula 2000,33000337.0
annie collection,Annie,57059003.0
save the last dance collection,Save the Last Dance,91038276.0
beverly hills cop collection,Beverly Hills Cop II,299965036.0
beverly hills cop collection,Beverly Hills Cop,316360478.0
the brave little toaster collection,The Brave Little Toaster,0.0
ernest collection,Ernest Goes to Camp,23509382.0
evil dead collection,The Evil Dead,29400000.0
the jaws collection,Jaws: The Revenge,51881013.0
lost boys collection,The Lost Boys,32222567.0
mannequin collection,Mannequin,42721196.0
left behind collection,Left Behind,0.0
wong kar-wai's informal collection,In the Mood for Love,12854953.0
the hannibal lecter anthology,Hannibal,351692268.0
disneys groãÿe pause,Recess: School's Out,44460850.0
demetrius filmreihe,Demetrius and the Gladiators,0.0
dr. phibes collection,The Abominable Dr. Phibes,0.0
the hannibal lecter anthology,Manhunter,8620929.0
revenge of the nerds collection,Revenge of the Nerds,0.0
revenge of the nerds collection,Revenge of the Nerds II: Nerds in Paradise,22642033.0
c.h.u.d. collection,C.H.U.D.,3412497.0
spy kids collection,Spy Kids,147934180.0
alex cross collection,Along Came a Spider,105178561.0
the visitors collection,Just Visiting,0.0
pokã©mon collection,PokÃ©mon: Spell of the Unknown,68411275.0
bridget jones collection,Bridget Jones's Diary,281929795.0
joe dirt collection,Joe Dirt,30987695.0
crocodile dundee collection,Crocodile Dundee in Los Angeles,39438674.0
the mummy collection,The Mummy Returns,433013274.0
shrek collection,Shrek,484409218.0
city slickers collection,City Slickers,179033791.0
alienation trilogy,La Notte,0.0
the magnificent seven collection,The Magnificent Seven,4905000.0
the magnificent seven collection,Return of the Seven,0.0
atlantis collection,Atlantis: The Lost Empire,186053725.0
tomb raider collection,Lara Croft: Tomb Raider,274703340.0
dr. dolittle collection,Dr. Dolittle 2,176104344.0
the fast and the furious collection,The Fast and the Furious,207283925.0
the crimson rivers collection,The Crimson Rivers,0.0
cats & dogs collection,Cats & Dogs,93375151.0
scary movie collection,Scary Movie 2,141220678.0
beach party collection,Beach Blanket Bingo,0.0
totã² collection,Big Deal on Madonna Street,0.0
cannonball run collection,The Cannonball Run,72179579.0
cannonball run collection,Cannonball Run II,28078073.0
cannonball run collection,Speed Zone,3077361.0
dr goldfoot collection,Dr. Goldfoot and the Bikini Machine,0.0
cheech & chong collection,Nice Dreams,0.0
cheech & chong collection,Things Are Tough All Over,21134374.0
the three mothers collection,Suspiria,0.0
final fantasy collection,Final Fantasy: The Spirits Within,85131830.0
legally blonde collection,Legally Blonde,141774679.0
arthur collection,Arthur 2: On the Rocks,14681192.0
pee-wee's collection,Big Top Pee-wee,15122000.0
caddyshack collection,Caddyshack II,0.0
critters collection,Critters,13167232.0
critters collection,Critters 2,3813293.0
critters collection,Critters 3,0.0
dirty harry collection,The Dead Pool,0.0
elvira collection,"Elvira, Mistress of the Dark",5596267.0
ernest collection,Ernest Saves Christmas,28202109.0
the howling collection,Howling IV: The Original Nightmare,0.0
the land before time collection,The Land Before Time,84460846.0
return of the living dead collection,Return of the Living Dead Part II,9205924.0
return of the living dead collection,The Return of the Living Dead,14237000.0
the man from snowy river collection,Return to Snowy River,0.0
the man from snowy river collection,The Man from Snowy River,20659423.0
short circuit collection,Short Circuit 2,21630088.0
short circuit collection,Short Circuit,40697761.0
tetsuo collection,Tetsuo: The Iron Man,0.0
the waxwork collection,Waxwork,808114.0
american ninja collection,American Ninja,10499694.0
american ninja collection,American Ninja 2: The Confrontation,0.0
american ninja collection,American Ninja 3: Blood Hunt,0.0
best of the best collection,Best of the Best 2,6500000.0
bill & ted's most excellent collection,Bill & Ted's Excellent Adventure,40485039.0
c.h.u.d. collection,C.H.U.D. II: Bud the Chud,0.0
cyborg collection,Cyborg,10166459.0
dream a little dream collection,Dream a Little Dream,0.0
eddie and the cruisers collection,Eddie and the Cruisers II: Eddie Lives!,0.0
eddie and the cruisers collection,Eddie and the Cruisers,4786789.0
k-9 collection,K-9,78247647.0
kickboxer collection,Kickboxer,14697005.0
look who's talking collection,Look Who's Talking,296000000.0
major league collection,Major League,49797148.0
jurassic park collection,Jurassic Park III,368780809.0
swamp thing collection,The Return of Swamp Thing,192816.0
the musketeers collection,The Return of the Musketeers,0.0
road house collection,Road House,30050028.0
the stepfather collection,Stepfather II: Make Room For Daddy,1519796.0
the stepfather collection,The Stepfather,0.0
warlock collection,Warlock,0.0
warlock collection,Warlock: The Armageddon,0.0
weekend at bernie's collection,Weekend at Bernie's II,0.0
basket case collection,Basket Case,0.0
the princess diaries collection,The Princess Diaries,165335153.0
rush hour collection,Rush Hour 2,347325802.0
la cage aux folles,La Cage aux folles,20424259.0
la cage aux folles,La Cage aux folles II,6950125.0
philo & clyde collection,Any Which Way You Can,70687344.0
american pie collection,American Pie 2,287553595.0
jeepers creepers collection,Jeepers Creepers,59217789.0
3 ninjas collection,3 Ninjas,0.0
3 ninjas collection,3 Ninjas Kick Back,0.0
3 ninjas collection,3 Ninjas Knuckle Up,0.0
omega code series,Megiddo: The Omega Code 2,0.0
a man called horse collection,The Return of a Man Called Horse,0.0
zoolander collection,Zoolander,60780981.0
joy ride collection,Joy Ride,36642838.0
the party collection,The Party,0.0
cheech & chong collection,Cheech & Chong's Next Movie,41675194.0
dirty harry collection,Dirty Harry,35976000.0
darko collection,Donnie Darko,1270522.0
"monsters, inc. collection","Monsters, Inc.",562816256.0
when a stranger calls collection,When a Stranger Calls,0.0
harry potter collection,Harry Potter and the Philosopher's Stone,976475550.0
fanny brice collection,Funny Girl,52223306.0
beastmaster collection,The Beastmaster,14056528.0
harry palmer collection,Funeral in Berlin,0.0
the exterminator collection,The Exterminator,0.0
caprona collection,At the Earth's Core,0.0
dirty harry collection,The Enforcer,46236000.0
caprona collection,The People That Time Forgot,0.0
dirty harry collection,Sudden Impact,67642693.0
behind enemy lines collection,Behind Enemy Lines,91753202.0
ocean's collection,Ocean's Eleven,450717150.0
bill & ted's most excellent collection,Bill & Ted's Bogus Journey,0.0
the lord of the rings collection,The Lord of the Rings: The Fellowship of the Ring,871368364.0
fritz the cat collection,Fritz the Cat,0.0
fritz the cat collection,The Nine Lives of Fritz the Cat,0.0
sex and zen collection,Sex and Zen,396003.0
48 hrs. collection,Another 48 Hrs.,153518974.0
conan the barbarian collection,Conan the Destroyer,100000000.0
48 hrs. collection,48 Hrs.,78868508.0
the sandlot collection,The Sandlot,32416586.0
peter pan collection,Return to Never Land,109862682.0
super troopers collection,Super Troopers,18492362.0
fanny brice collection,Funny Lady,0.0
sleuth collection,Sleuth,0.0
the vampire chronicles,Queen of the Damned,45479110.0
state property collection,State Property,2106838.0
the bad new bears collection,The Bad News Bears,35323292.0
the bad new bears collection,The Bad News Bears Go to Japan,0.0
the bad new bears collection,The Bad News Bears in Breaking Training,19104350.0
the lone ranger (clayton moore) collection,The Lone Ranger,0.0
the lone ranger (clayton moore) collection,The Lone Ranger and the Lost City of Gold,0.0
vampire hunter d collection,Vampire Hunter D: Bloodlust,0.0
ferngully collection,FernGully: The Last Rainforest,32710894.0
zombi collection,Zombie Flesh Eaters,0.0
get smart collection,The Nude Bomb,0.0
"oh, god! collection","Oh, God! Book II",0.0
"oh, god! collection","Oh, God!",41687243.0
ice age collection,Ice Age,383257136.0
