title,revenue,budget,return,release_year
"ciao, professore!",0.0,0.0,0.0,1992
spanking the monkey,0.0,200000.0,0.0,1994
the little rascals,67308282.0,0.0,0.0,1994
ã€ la mode,0.0,0.0,0.0,1993
andre,0.0,0.0,0.0,1994
the escort,0.0,0.0,0.0,1993
princess caraboo,3021629.0,0.0,0.0,1994
the celluloid closet,0.0,0.0,0.0,1996
cafã© au lait,0.0,0.0,0.0,1993
dear diary,0.0,0.0,0.0,1993
i don't want to talk about it,0.0,0.0,0.0,1993
the brady bunch movie,0.0,0.0,0.0,1995
home alone,476684675.0,18000000.0,26.482481944444444,1990
ghost,505000000.0,22000000.0,22.954545454545453,1990
aladdin,504050219.0,28000000.0,18.001793535714285,1992
terminator 2: judgment day,520000000.0,100000000.0,5.2,1991
dances with wolves,424208848.0,22000000.0,19.28222036363636,1990
tough and deadly,0.0,0.0,0.0,1995
batman,411348924.0,35000000.0,11.7528264,1989
the silence of the lambs,272742922.0,19000000.0,14.354890631578948,1991
snow white and the seven dwarfs,184925486.0,1488423.0,124.24256142239136,1937
beauty and the beast,377350553.0,25000000.0,15.09402212,1991
pinocchio,84300000.0,2600000.0,32.42307692307692,1940
pretty woman,463000000.0,14000000.0,33.07142857142857,1990
window to paris,0.0,0.0,0.0,1993
the wild bunch,638641.0,6244087.0,0.1022793244232503,1969
love and a .45,0.0,0.0,0.0,1994
the wooden man's bride,0.0,0.0,0.0,1994
a great day in harlem,0.0,0.0,0.0,1994
bye bye love,0.0,0.0,0.0,1995
one fine day,97529550.0,0.0,0.0,1996
candyman: farewell to the flesh,13940383.0,0.0,0.0,1995
century,0.0,0.0,0.0,1993
fargo,60611975.0,7000000.0,8.65885357142857,1996
homeward bound ii: lost in san francisco,32709423.0,0.0,0.0,1996
heavy metal,0.0,9300000.0,0.0,1981
hellraiser: bloodline,16675000.0,4000000.0,4.16875,1996
the pallbearer,0.0,8000000.0,0.0,1996
jane eyre,0.0,0.0,0.0,1996
loaded,0.0,500000.0,0.0,1996
bread and chocolate,0.0,0.0,0.0,1974
the aristocats,55675257.0,4000000.0,13.91881425,1970
the flower of my secret,0.0,0.0,0.0,1995
two much,0.0,0.0,0.0,1996
ed,0.0,0.0,0.0,1996
scream of stone,0.0,0.0,0.0,1991
my favorite season,0.0,0.0,0.0,1993
a modern affair,0.0,0.0,0.0,1996
condition red,0.0,0.0,0.0,1995
halfaouine: boy of the terraces,0.0,0.0,0.0,1990
a thin line between love and hate,0.0,0.0,0.0,1996
the last supper,442965.0,0.0,0.0,1995
primal fear,102616183.0,30000000.0,3.420539433333333,1996
rude,0.0,0.0,0.0,1995
carried away,0.0,0.0,0.0,1996
all dogs go to heaven 2,8620678.0,0.0,0.0,1996
land and freedom,0.0,0.0,0.0,1995
denise calls up,0.0,0.0,0.0,1995
theodore rex,0.0,33500000.0,0.0,1995
a family thing,0.0,0.0,0.0,1996
frisk,0.0,0.0,0.0,1996
sgt. bilko,0.0,0.0,0.0,1996
jack & sarah,218626.0,0.0,0.0,1995
girl 6,4939939.0,12000000.0,0.4116615833333333,1996
diabolique,0.0,0.0,0.0,1996
"little indian, big city",0.0,0.0,0.0,1994
roula,0.0,0.0,0.0,1995
peanuts â€“ die bank zahlt alles,0.0,0.0,0.0,1996
happy weekend,65335.0,0.0,0.0,1996
nelly and monsieur arnaud,0.0,0.0,0.0,1996
courage under fire,100860818.0,46000000.0,2.1926264782608698,1996
mission: impossible,457696359.0,80000000.0,5.7212044875,1996
cold fever,0.0,0.0,0.0,1995
moll flanders,0.0,0.0,0.0,1996
the superwife,0.0,0.0,0.0,1996
"301, 302",0.0,0.0,0.0,1995
dragonheart,115267375.0,57000000.0,2.022234649122807,1996
und keiner weint mir nach,0.0,0.0,0.0,1996
my mother's courage,0.0,0.0,0.0,1995
eddie,0.0,0.0,0.0,1996
yankee zulu,0.0,0.0,0.0,1993
billy's holiday,0.0,0.0,0.0,1995
purple noon,0.0,0.0,0.0,1960
august,0.0,0.0,0.0,1996
james and the giant peach,28921264.0,38000000.0,0.7610858947368421,1996
fear,0.0,0.0,0.0,1996
kids in the hall: brain candy,0.0,0.0,0.0,1996
faithful,9789900.0,13000000.0,0.7530692307692308,1996
underground,0.0,14000000.0,0.0,1995
all things fair,0.0,0.0,0.0,1995
bloodsport ii,684351.0,0.0,0.0,1996
pather panchali,536364.0,0.0,0.0,1955
the world of apu,16000.0,0.0,0.0,1959
mystery science theater 3000: the movie,0.0,0.0,0.0,1996
tarantella,0.0,0.0,0.0,1996
space jam,250200000.0,80000000.0,3.1275,1996
barbarella,2500000.0,9000000.0,0.2777777777777778,1968
hostile intentions,0.0,0.0,0.0,1995
they bite,0.0,0.0,0.0,1996
some folks call it a sling blade,0.0,0.0,0.0,1994
the run of the country,0.0,0.0,0.0,1995
alphaville,0.0,220000.0,0.0,1965
coup de torchon,0.0,0.0,0.0,1981
tigrero: a film that was never made,0.0,0.0,0.0,1994
the eye of vichy,0.0,0.0,0.0,1993
windows,0.0,0.0,0.0,1980
it's my party,0.0,0.0,0.0,1996
country life,0.0,0.0,0.0,1994
operation dumbo drop,0.0,0.0,0.0,1995
the promise,0.0,0.0,0.0,1995
mrs. winterbourne,10070000.0,25000000.0,0.4028,1996
solo,0.0,0.0,0.0,1996
under the domim tree,0.0,0.0,0.0,1994
the substitute,0.0,0.0,0.0,1996
true crime,0.0,0.0,0.0,1996
butterfly kiss,0.0,0.0,0.0,1995
feeling minnesota,0.0,0.0,0.0,1996
delta of venus,62949.0,0.0,0.0,1995
to cross the rubicon,0.0,0.0,0.0,1991
angus,0.0,0.0,0.0,1995
priest daens,0.0,0.0,0.0,1992
faces,0.0,275000.0,0.0,1968
boys,0.0,0.0,0.0,1996
the quest,57400547.0,30000000.0,1.9133515666666667,1996
cosi,0.0,0.0,0.0,1996
sunset park,0.0,0.0,0.0,1996
mulholland falls,0.0,0.0,0.0,1996
the truth about cats & dogs,0.0,0.0,0.0,1996
oliver & company,74151346.0,31000000.0,2.3919789032258065,1988
celtic pride,0.0,0.0,0.0,1996
flipper,20080020.0,25530000.0,0.7865264394829612,1996
captives,0.0,0.0,0.0,1994
of love and shadows,0.0,0.0,0.0,1994
dead man,0.0,9000000.0,0.0,1995
the horseman on the roof,15000000.0,35000000.0,0.4285714285714285,1995
switchblade sisters,0.0,0.0,0.0,1975
mouth to mouth,0.0,0.0,0.0,1995
the visitors,0.0,0.0,0.0,1993
multiplicity,0.0,45000000.0,0.0,1996
"the haunted world of edward d. wood, jr.",0.0,0.0,0.0,1996
two friends,0.0,0.0,0.0,2002
the craft,24769466.0,15000000.0,1.6512977333333334,1996
the great white hype,0.0,0.0,0.0,1996
last dance,5.0,0.0,0.0,1996
cold comfort farm,0.0,0.0,0.0,1995
"institute benjamenta, or this dream people call human life",0.0,0.0,0.0,1995
heaven's prisoners,0.0,25000000.0,0.0,1996
original gangstas,3014000.0,4800000.0,0.6279166666666667,1996
the rock,335062621.0,75000000.0,4.467501613333333,1996
getting away with murder,0.0,0.0,0.0,1996
cemetery man,0.0,4000000.0,0.0,1994
twister,494471524.0,92000000.0,5.374690478260869,1996
barb wire,3793614.0,0.0,0.0,1996
le garã§u,0.0,0.0,0.0,1995
honeymoon,0.0,0.0,0.0,1996
ghost in the shell,2287714.0,0.0,0.0,1995
thinner,0.0,0.0,0.0,1996
spy hard,0.0,18000000.0,0.0,1996
brothers in trouble,0.0,0.0,0.0,1995
a close shave,0.0,0.0,0.0,1995
force of evil,0.0,0.0,0.0,1948
the stupids,0.0,0.0,0.0,1996
the arrival,14048372.0,25000000.0,0.56193488,1996
the man from down under,0.0,0.0,0.0,1943
dr. strangelove or: how i learned to stop worrying and love the bomb,9440272.0,1800000.0,5.244595555555556,1964
careful,0.0,0.0,0.0,1992
a month by the lake,0.0,0.0,0.0,1995
gold diggers: the secret of bear mountain,0.0,0.0,0.0,1995
kim,0.0,0.0,0.0,1950
carmen miranda: bananas is my business,0.0,0.0,0.0,1995
ashes of time,0.0,0.0,0.0,1994
the jar,0.0,0.0,0.0,1994
maya lin: a strong clear vision,0.0,0.0,0.0,1995
stalingrad,0.0,0.0,0.0,1993
the phantom,17300889.0,45000000.0,0.3844642,1996
striptease,113309743.0,50000000.0,2.26619486,1996
the last of the high kings,0.0,0.0,0.0,1996
heavy,0.0,0.0,0.0,1995
jack,58620973.0,45000000.0,1.3026882888888889,1996
i shot andy warhol,1814290.0,0.0,0.0,1996
the grass harp,0.0,0.0,0.0,1995
someone else's america,0.0,0.0,0.0,1995
life is rosy,0.0,0.0,0.0,1987
quartier mozart,0.0,0.0,0.0,1992
touki bouki,0.0,0.0,0.0,1973
god's gift,0.0,0.0,0.0,1982
spirits of the dead,0.0,0.0,0.0,1968
babyfever,0.0,0.0,0.0,1994
pharaoh's  army,0.0,50.0,0.0,1995
trainspotting,16491080.0,4000000.0,4.12277,1996
til there was you,0.0,1000000.0,0.0,1997
independence day,816969268.0,75000000.0,10.892923573333332,1996
stealing beauty,0.0,0.0,0.0,1996
the fan,18626419.0,55000000.0,0.3386621636363636,1996
the hunchback of notre dame,100138851.0,100000000.0,1.00138851,1996
the cable guy,102825796.0,47000000.0,2.187782893617021,1996
kingpin,25023434.0,27000000.0,0.9267938518518518,1996
eraser,242295562.0,100000000.0,2.42295562,1996
the gate of heavenly peace,0.0,0.0,0.0,1995
the nutty professor,128769345.0,54000000.0,2.3846175,1996
"i, the worst of all",0.0,0.0,0.0,1990
an unforgettable summer,65352.0,0.0,0.0,1994
a hungarian fairy tale,0.0,0.0,0.0,1987
my life and times with antonin artaud,0.0,0.0,0.0,1993
midnight dancers,0.0,0.0,0.0,1994
somebody to love,0.0,0.0,0.0,1994
a very natural thing,0.0,0.0,0.0,1974
the old lady who walked in the sea,0.0,0.0,0.0,1991
daylight,159212469.0,80000000.0,1.9901558625,1996
the frighteners,29359216.0,30000000.0,0.9786405333333332,1996
lone star,13269963.0,5000000.0,2.6539926,1996
harriet the spy,0.0,12000000.0,0.0,1996
phenomenon,152036382.0,32000000.0,4.7511369375,1996
walking and talking,0.0,0.0,0.0,1996
she's the one,9482579.0,3500000.0,2.7093082857142856,1996
a time to kill,152266007.0,40000000.0,3.806650175,1996
american buffalo,665450.0,0.0,0.0,1996
rendezvous in paris,0.0,0.0,0.0,1995
alaska,0.0,23000000.0,0.0,1996
fled,17193231.0,25000000.0,0.68772924,1996
kazaam,0.0,20000000.0,0.0,1996
magic hunter,0.0,0.0,0.0,1994
larger than life,0.0,30000000.0,0.0,1996
a boy called hate,0.0,0.0,0.0,1996
power 98,0.0,0.0,0.0,1996
two deaths,0.0,0.0,0.0,1995
a very brady sequel,0.0,0.0,0.0,1996
stefano quantestorie,0.0,0.0,0.0,1993
death in the garden,0.0,0.0,0.0,1956
hedd wyn,0.0,0.0,0.0,1992
la collectionneuse,0.0,0.0,0.0,1967
kaspar hauser,0.0,0.0,0.0,1993
regular guys,0.0,0.0,0.0,1996
diebinnen,0.0,0.0,0.0,1996
the convent,0.0,0.0,0.0,1995
the adventures of pinocchio,0.0,0.0,0.0,1996
joe's apartment,4619014.0,13000000.0,0.3553087692307692,1996
the first wives club,116400000.0,26000000.0,4.476923076923077,1996
stonewall,0.0,0.0,0.0,1995
ransom,309492681.0,80000000.0,3.8686585125,1996
high school high,21302121.0,0.0,0.0,1996
phat beach,0.0,0.0,0.0,1996
foxfire,258263.0,0.0,0.0,1996
chain reaction,60209334.0,50000000.0,1.20418668,1996
matilda,33459416.0,36000000.0,0.9294282222222222,1996
emma,22231658.0,6000000.0,3.705276333333333,1996
the crow: city of angels,17917287.0,13000000.0,1.378252846153846,1996
house arrest,0.0,0.0,0.0,1996
eyes without a face,0.0,0.0,0.0,1960
bordello of blood,5600000.0,15000000.0,0.3733333333333333,1996
lotto land,0.0,0.0,0.0,1995
the story of xinghua,0.0,0.0,0.0,1994
the day the sun turned cold,0.0,0.0,0.0,1994
flirt,0.0,0.0,0.0,1995
the big squeeze,0.0,0.0,0.0,1996
the spitfire grill,12643776.0,6000000.0,2.107296,1996
escape from l.a.,42277365.0,50000000.0,0.8455473,1996
cyclo,0.0,0.0,0.0,1995
basquiat,3011195.0,2962051.0,1.016591206565991,1996
tin cup,53854588.0,45000000.0,1.1967686222222222,1996
dingo,300000.0,200000.0,1.5,1991
the ballad of narayama,0.0,0.0,0.0,1958
every other weekend,0.0,0.0,0.0,1990
mille bolle blu,0.0,0.0,0.0,1993
crows and sparrows,0.0,0.0,0.0,1949
the godfather,245066411.0,6000000.0,40.844401833333336,1972
maybe... maybe not,0.0,0.0,0.0,1994
police story 3: supercop,20483423.0,900000.0,22.75935888888889,1992
manny & lo,431326.0,500000.0,0.862652,1996
wife,0.0,0.0,0.0,1953
small faces,0.0,1850000.0,0.0,1996
bound,7011317.0,4500000.0,1.5580704444444444,1996
carpool,0.0,17000000.0,0.0,1996
death in brunswick,0.0,0.0,0.0,1990
kansas city,0.0,18000000.0,0.0,1996
gone fishin',0.0,53000000.0,0.0,1997
lover's knot,0.0,0.0,0.0,1996
vive l'amour,0.0,0.0,0.0,1994
shadow of angels,0.0,0.0,0.0,1976
killer: a journal of murder,0.0,0.0,0.0,1996
nothing to lose,0.0,0.0,0.0,1994
project s,0.0,0.0,0.0,1993
girls town,0.0,0.0,0.0,1996
bye-bye,0.0,0.0,0.0,1995
the relic,33956608.0,60000000.0,0.5659434666666666,1997
the island of dr. moreau,49627779.0,40000000.0,1.240694475,1996
first kid,0.0,0.0,0.0,1996
the trigger effect,0.0,8000000.0,0.0,1996
sweet nothing,0.0,0.0,0.0,1995
bogus,0.0,32000000.0,0.0,1996
bulletproof,22611954.0,25000000.0,0.90447816,1996
talk of angels,0.0,0.0,0.0,1998
the land before time iii: the time of the great giving,0.0,0.0,0.0,1995
1-900,0.0,0.0,0.0,1994
baton rouge,0.0,0.0,0.0,1988
halloween: the curse of michael myers,15116634.0,5000000.0,3.0233268,1995
twelfth night,0.0,0.0,0.0,1996
mother night,0.0,0.0,0.0,1996
liebelei,0.0,0.0,0.0,1933
venice,0.0,0.0,0.0,2010
wild reeds,0.0,0.0,0.0,1994
for whom the bell tolls,0.0,3000000.0,0.0,1943
the philadelphia story,0.0,0.0,0.0,1940
singin' in the rain,7200000.0,2540800.0,2.8337531486146097,1952
an american in paris,4500000.0,2723903.0,1.6520412070473875,1951
funny face,0.0,0.0,0.0,1957
breakfast at tiffany's,9500000.0,2500000.0,3.8,1961
vertigo,28000000.0,2479000.0,11.294876966518755,1958
rear window,36764313.0,1000000.0,36.764313,1954
it happened one night,4500000.0,325000.0,13.846153846153848,1934
gaslight,0.0,2068000.0,0.0,1944
the gay divorcee,0.0,520000.0,0.0,1934
north by northwest,13275000.0,4000000.0,3.31875,1959
the apartment,25000000.0,3000000.0,8.333333333333334,1960
some like it hot,25000000.0,2883848.0,8.668972844615944,1959
charade,13474588.0,4000000.0,3.368647,1963
casablanca,10462500.0,878000.0,11.916287015945333,1942
the maltese falcon,1000000.0,375000.0,2.6666666666666665,1941
my fair lady,72070731.0,17000000.0,4.239454764705882,1964
sabrina,10000000.0,2238813.0,4.466652641377372,1954
roman holiday,12000000.0,1500000.0,8.0,1953
the little princess,0.0,0.0,0.0,1939
meet me in st. louis,0.0,0.0,0.0,1944
the wizard of oz,33754967.0,2777000.0,12.15519157364062,1939
gone with the wind,400176459.0,4000000.0,100.04411475,1939
my favorite year,0.0,0.0,0.0,1982
sunset boulevard,5000000.0,1752000.0,2.853881278538813,1950
citizen kane,23217674.0,839727.0,27.64907404430249,1941
2001: a space odyssey,68700000.0,10500000.0,6.542857142857143,1968
golden earrings,0.0,0.0,0.0,1947
all about eve,63463.0,1400000.0,0.0453307142857142,1950
the women,2270000.0,1688000.0,1.34478672985782,1939
rebecca,6000000.0,1288000.0,4.658385093167702,1940
foreign correspondent,0.0,0.0,0.0,1940
notorious,24464742.0,2000000.0,12.232371,1946
spellbound,7000000.0,1500000.0,4.666666666666667,1945
an affair to remember,0.0,0.0,0.0,1957
to catch a thief,8750000.0,2500000.0,3.5,1955
father of the bride,0.0,0.0,0.0,1950
the band wagon,0.0,0.0,0.0,1953
ninotchka,2279000.0,1365000.0,1.6695970695970697,1939
love in the afternoon,0.0,0.0,0.0,1957
gigi,0.0,0.0,0.0,1958
the reluctant debutante,0.0,0.0,0.0,1958
the adventures of robin hood,3981000.0,2033000.0,1.958189867191343,1938
the mark of zorro,0.0,0.0,0.0,1940
laura,2000000.0,1020000.0,1.96078431372549,1944
the ghost and mrs. muir,0.0,0.0,0.0,1947
lost horizon,0.0,4000000.0,0.0,1937
top hat,3202000.0,609000.0,5.257799671592775,1935
to be or not to be,0.0,0.0,0.0,1942
my man godfrey,0.0,0.0,0.0,1936
giant,35000000.0,5400000.0,6.481481481481482,1956
east of eden,5.0,1.0,5.0,1955
the thin man,1423000.0,226408.0,6.285113600226141,1934
his girl friday,0.0,0.0,0.0,1940
around the world in eighty days,42000000.0,6000000.0,7.0,1956
it's a wonderful life,9644124.0,3180000.0,3.032743396226415,1946
mr. smith goes to washington,9600000.0,1500000.0,6.4,1939
bringing up baby,0.0,1073000.0,0.0,1938
penny serenade,0.0,0.0,0.0,1941
the scarlet letter,0.0,0.0,0.0,1926
lady of burlesque,0.0,0.0,0.0,1943
of human bondage,0.0,0.0,0.0,1934
angel on my shoulder,0.0,0.0,0.0,1946
little lord fauntleroy,0.0,0.0,0.0,1936
they made me a criminal,0.0,0.0,0.0,1939
the inspector general,0.0,0.0,0.0,1949
angel and the badman,0.0,0.0,0.0,1947
the 39 steps,0.0,0.0,0.0,1935
a walk in the sun,0.0,0.0,0.0,1945
the outlaw,0.0,0.0,0.0,1943
night of the living dead,30000000.0,114000.0,263.1578947368421,1968
the african queen,10750000.0,1300000.0,8.26923076923077,1951
beat the devil,0.0,1000000.0,0.0,1953
cat on a hot tin roof,17570324.0,3000000.0,5.8567746666666665,1958
the last time i saw paris,105.0,0.0,0.0,1954
meet john doe,0.0,0.0,0.0,1941
algiers,0.0,0.0,0.0,1938
something to sing about,0.0,0.0,0.0,1937
a farewell to arms,25.0,4.0,6.25,1932
moonlight murder,0.0,0.0,0.0,1936
nothing personal,0.0,0.0,0.0,1996
"yes, madam",0.0,0.0,0.0,1985
dangerous ground,3028094.0,0.0,0.0,1997
picnic,0.0,0.0,0.0,1955
madagascar skin,0.0,0.0,0.0,1995
the pompatus of love,0.0,0.0,0.0,1996
small wonders,0.0,0.0,0.0,1995
fly away home,0.0,0.0,0.0,1996
bliss,294064.0,0.0,0.0,1997
grace of my heart,0.0,0.0,0.0,1996
brother of sleep,0.0,0.0,0.0,1995
maximum risk,51702483.0,25000000.0,2.06809932,1996
michael collins,16900000.0,28000000.0,0.6035714285714285,1996
the rich man's wife,8538318.0,0.0,0.0,1996
infinity,0.0,0.0,0.0,1996
big night,0.0,0.0,0.0,1996
last man standing,47267001.0,67000000.0,0.7054776268656716,1996
caught,0.0,0.0,0.0,1996
set it off,41590886.0,9000000.0,4.621209555555556,1996
2 days in the valley,0.0,0.0,0.0,1996
curdled,49620.0,2300000.0,0.0215739130434782,1996
l'associã©,0.0,0.0,0.0,1979
ed's next move,0.0,0.0,0.0,1996
extreme measures,17380126.0,38000000.0,0.4573717368421052,1996
the glimmer man,0.0,45000000.0,0.0,1996
d3: the mighty ducks,22955097.0,0.0,0.0,1996
the chamber,22540359.0,50000000.0,0.45080718,1996
the apple dumpling gang,0.0,0.0,0.0,1975
"davy crockett, king of the wild frontier",0.0,0.0,0.0,1955
escape to witch mountain,20000000.0,0.0,0.0,1975
the love bug,0.0,0.0,0.0,1968
herbie rides again,0.0,0.0,0.0,1974
old yeller,0.0,0.0,0.0,1957
the parent trap,0.0,0.0,0.0,1961
pollyanna,0.0,0.0,0.0,1960
homeward bound: the incredible journey,0.0,0.0,0.0,1993
the shaggy dog,0.0,0.0,0.0,1959
swiss family robinson,0.0,0.0,0.0,1960
that darn cat!,0.0,0.0,0.0,1965
"20,000 leagues under the sea",28200000.0,5000000.0,5.64,1954
cool runnings,154864401.0,14000000.0,11.061742928571428,1993
angels in the outfield,50236831.0,0.0,0.0,1994
cinderella,263591415.0,2900000.0,90.89359137931037,1950
winnie the pooh and the blustery day,0.0,0.0,0.0,1968
the three caballeros,0.0,0.0,0.0,1944
the sword in the stone,22182353.0,3000000.0,7.394117666666666,1963
so dear to my heart,0.0,0.0,0.0,1948
robin hood: prince of thieves,390493908.0,48000000.0,8.13528975,1991
mary poppins,102272727.0,6000000.0,17.0454545,1964
dumbo,1600000.0,812000.0,1.9704433497536944,1941
pete's dragon,0.0,10000000.0,0.0,1977
bedknobs and broomsticks,17900000.0,20000000.0,0.895,1971
alice in wonderland,572000000.0,3000000.0,190.66666666666663,1951
the fox and the hound,29800000.0,12000000.0,2.4833333333333334,1981
freeway,0.0,3000000.0,0.0,1996
the sound of music,286214286.0,8200000.0,34.9041812195122,1965
die hard,140767956.0,28000000.0,5.027427,1988
the lawnmower man,32101000.0,10000000.0,3.2101,1992
unhook the stars,0.0,0.0,0.0,1996
synthetic pleasures,0.0,0.0,0.0,1995
the secret agent,0.0,0.0,0.0,1996
secrets & lies,13417292.0,4500000.0,2.9816204444444443,1996
that thing you do!,34585416.0,0.0,0.0,1996
to gillian on her 37th birthday,4137645.0,0.0,0.0,1996
surviving picasso,1985001.0,16000000.0,0.1240625625,1996
love is all there is,0.0,0.0,0.0,1996
beautiful thing,1500000.0,0.0,0.0,1996
the long kiss goodnight,89456761.0,65000000.0,1.3762578615384615,1996
the ghost and the darkness,75000000.0,50000000.0,1.5,1996
looking for richard,0.0,0.0,0.0,1996
trees lounge,0.0,0.0,0.0,1996
the proprietor,0.0,0.0,0.0,1996
normal life,0.0,0.0,0.0,1996
get on the bus,5731103.0,2400000.0,2.387959583333333,1996
shadow conspiracy,2154540.0,45000000.0,0.0478786666666666,1997
jude,405000.0,7000000.0,0.0578571428571428,1996
everyone says i love you,0.0,20000000.0,0.0,1996
bitter sugar,0.0,0.0,0.0,1996
romeo + juliet,147298761.0,14500000.0,10.15853524137931,1996
swingers,4505922.0,200000.0,22.52961,1996
sleepers,165615285.0,44000000.0,3.76398375,1996
the sunchaser,0.0,0.0,0.0,1996
johns,0.0,0.0,0.0,1996
aladdin and the king of thieves,0.0,0.0,0.0,1996
the woman in question,0.0,0.0,0.0,1952
shall we dance,0.0,0.0,0.0,1937
a damsel in distress,0.0,0.0,0.0,1937
crossfire,0.0,0.0,0.0,1947
"murder, my sweet",0.0,0.0,0.0,1944
macao,0.0,0.0,0.0,1952
for the moment,0.0,120.0,0.0,1993
willy wonka & the chocolate factory,4000000.0,3000000.0,1.3333333333333333,1971
the sexual life of the belgians,0.0,0.0,0.0,1994
the innocents,0.0,0.0,0.0,1961
sleeper,18344729.0,2000000.0,9.1723645,1973
bananas,11833696.0,2000000.0,5.916848,1971
a fish called wanda,62493712.0,7500000.0,8.332494933333333,1988
