,title,production_companies,revenue
374,Timecop,"['universal pictures', 'renaissance pictures', 'dark horse entertainment', 'largo entertainment', 'signature pictures', 'jvc entertainment networks']",101646581.0
375,True Lies,"['twentieth century fox film corporation', 'lightstorm entertainment']",378882411.0
376,When a Man Loves a Woman,['touchstone pictures'],50021959.0
377,Wolf,['columbia pictures'],0.0
378,Wyatt Earp,"['tig productions', 'warner bros.', 'kasdan pictures', 'paragon entertainment corp.']",25052000.0
379,Bad Company,"['touchstone pictures', 'tool shed productions']",0.0
380,A Man of No Importance,"['bbc films', 'majestic films international', 'little bird']",953.0
381,S.F.W.,"['gramercy pictures', 'polygram filmed entertainment']",0.0
382,A Low Down Dirty Shame,"['caravan pictures', 'hollywood pictures']",29392418.0
383,"Boys Life: Three Stories of Love, Lust, and Liberation","['strand releasing', 'strand home video']",0.0
384,Colonel Chabert,,0.0
385,"Faster, Pussycat! Kill! Kill!",['eve productions inc.'],0.0
386,Jason's Lyric,,20851521.0
387,The Secret Adventures of Tom Thumb,"['bolex brothers', 'lumen films', 'tara']",0.0
388,Street Fighter,"['universal pictures', 'capcom']",99423521.0
389,Coldblooded,"['propaganda films', 'motion picture corporation of america (mpca)', 'polygram filmed entertainment', 'snowback productions']",0.0
390,Desert Winds,,0.0
391,Fall Time,"['live entertainment', 'capitol films', 'bates entertainmant']",0.0
392,The Fear,"['a-pix entertainment', 'devin entertainment']",0.0
393,Frank and Ollie,"['walt disney pictures', 'theodore thomas productions']",0.0
394,Girl in the Cadillac,['overseas filmgroup'],0.0
395,Homage,"['skyline entertainment partners', 'arrow']",0.0
396,Mirage,,0.0
397,Open Season,"['home box office (hbo)', 'frozen rope productions inc.']",0.0
398,Dos CrÃ­menes,,0.0
399,Brother Minister: The Assassination of Malcolm X,,0.0
400,Highlander: The Final Dimension,"['trans-film', 'initial groupe', 'lumiã¨re pictures', 'fallingcloud']",36800000.0
401,Federal Hill,,0.0
402,In the Mouth of Madness,['new line cinema'],8946600.0
403,8 Seconds,['new line cinema'],0.0
404,Above the Rim,['new line cinema'],0.0
405,Addams Family Values,"['paramount pictures', 'orion pictures', 'scott rudin productions']",48919043.0
406,Martin Lawrence: You So Crazy,['hbo independent productions'],0.0
407,The Age of Innocence,['columbia pictures'],32255440.0
408,Airheads,"['twentieth century fox film corporation', 'island world', 'robert simonds productions']",0.0
409,The Air Up There,"['hollywood pictures', 'polygram filmed entertainment', 'interscope communications', 'nomura babcock & brown', 'nbb unit one film partners', 'longview entertainment']",21011500.0
410,Another Stakeout,['touchstone pictures'],0.0
411,Bad Girls,"['twentieth century fox film corporation', 'ruddy morgan organization, the']",15240435.0
412,Barcelona,"['fine line features', 'castle rock entertainment', 'barcelona films']",0.0
413,Being Human,"['warner bros.', 'enigma productions', 'bsb', 'natwest ventures', 'fujisankei']",0.0
414,The Beverly Hillbillies,['twentieth century fox film corporation'],0.0
415,Beverly Hills Cop III,"['paramount pictures', 'eddie murphy productions']",119208989.0
416,Black Beauty,['warner bros.'],0.0
417,Blink,['new line cinema'],16668552.0
418,Blown Away,"['trilogy entertainment group', 'metro-goldwyn-mayer (mgm)']",30156002.0
419,Blue Chips,['paramount pictures'],0.0
420,Blue Sky,"['orion pictures corporation', 'heathrow productions']",0.0
421,Body Snatchers,"['warner bros.', 'dorset productions', 'robert h. solo productions']",428868.0
422,Boxing Helena,['mainline pictures'],1796389.0
423,A Bronx Tale,"['hbo films', 'savoy pictures']",17287898.0
424,Cabin Boy,['touchstone pictures'],3662459.0
425,Calendar Girl,"['columbia pictures', 'parkway productions']",2570145.0
426,Carlito's Way,"['universal pictures', 'epic productions', 'bregman/baer productions']",36516012.0
427,City Slickers II: The Legend of Curly's Gold,"['columbia pictures', 'castle rock entertainment']",0.0
428,Clean Slate,['metro-goldwyn-mayer (mgm)'],7355425.0
429,Cliffhanger,"['tristar pictures', 'canal+', 'carolco pictures', 'rcs video', 'cliffhanger productions', 'pioneer']",255000211.0
430,Coneheads,['paramount pictures'],0.0
431,Color of Night,"['hollywood pictures', 'cinergi pictures entertainment']",19726050.0
432,Cops & Robbersons,['tristar pictures'],0.0
433,The Cowboy Way,"['imagine entertainment', 'universal pictures']",0.0
434,Dangerous Game,"['metro-goldwyn-mayer (mgm)', 'maverick picture company', 'cecchi gori europa n.v.', 'eye productions', 'pentamerica']",0.0
435,Dave,"['donner/shuler-donner productions', 'warner bros.', 'northern lights entertainment']",63000000.0
436,Dazed and Confused,"['gramercy pictures', 'alphaville productions', 'the criterion collection']",7993039.0
437,Demolition Man,"['silver pictures', 'warner bros.']",159055768.0
438,The Endless Summer 2,,0.0
439,Even Cowgirls Get the Blues,['fine line features'],0.0
440,Fatal Instinct,['metro-goldwyn-mayer (mgm)'],0.0
441,Farewell My Concubine,"['beijing film studio', 'china film co-production corporation', 'maverick picture company']",0.0
442,The Favor,"['orion pictures', 'nelson entertainment']",0.0
443,Fearless,"['spring creek productions', 'warner bros.']",0.0
444,Fear of a Black Hat,,0.0
445,With Honors,"['spring creek productions', 'warner bros.']",0.0
446,Flesh and Bone,"['paramount pictures', 'spring creek productions', 'mirage']",9488998.0
447,Widows' Peak,['fine line features'],0.0
448,For Love or Money,"['universal studios', 'imagine entertainment']",11146270.0
449,The Firm,"['paramount pictures', 'mirage enterprises', 'davis entertainment']",270248367.0
450,Free Willy,"['canal plus', 'regency enterprises', 'alcor films', 'warner bros.', 'donner/shuler-donner productions']",153698625.0
451,Fresh,['miramax films'],0.0
452,The Fugitive,['warner bros.'],368875760.0
453,Geronimo: An American Legend,['columbia pictures'],18635620.0
454,The Getaway,"['universal pictures', 'largo entertainment']",30.0
455,Getting Even with Dad,['metro-goldwyn-mayer (mgm)'],0.0
456,Go Fish,"['killer films', 'the samuel goldwyn company', 'can i watch', 'islet', 'kpvi']",0.0
457,A Good Man in Africa,['gramercy pictures'],0.0
458,Guilty as Sin,['hollywood pictures'],22886222.0
459,Hard Target,"['universal pictures', 'renaissance pictures', 'alphaville films']",74189677.0
460,Heaven & Earth,"['regency enterprises', 'warner bros.']",0.0
461,Hot Shots! Part Deux,"['twentieth century fox film corporation', 'sidley wright & associates']",133752825.0
462,Live Nude Girls,"['spelling entertainment', 'irs media', 'republic pictures (ii)']",0.0
463,The Englishman Who Went Up a Hill But Came Down a Mountain,"['miramax films', 'parallax pictures']",0.0
464,The House of the Spirits,"['det danske filminstitut', 'spring creek productions', 'eurimages', 'costa do castelo filmes', 'neue constantin film', 'house of spirits film']",0.0
465,House Party 3,,0.0
466,The Hudsucker Proxy,"['polygram filmed entertainment', 'silver pictures', 'warner bros.', 'working title films', 'polygram filmproduktion']",0.0
467,I'll Do Anything,"['gracie films', 'columbia pictures corporation']",0.0
468,In the Army Now,['hollywood pictures'],28881266.0
469,In the Line of Fire,"['castle rock entertainment', 'columbia pictures corporation']",176997168.0
470,In the Name of the Father,"['universal pictures', ""hell's kitchen films""]",65796862.0
471,The Inkwell,['touchstone pictures'],8880705.0
472,What's Love Got to Do with It,['touchstone pictures'],0.0
473,Jimmy Hollywood,"['paramount pictures', 'baltimore pictures']",0.0
474,Judgment Night,"['universal pictures', 'largo entertainment', 'jvc entertainment networks']",12136938.0
475,Jurassic Park,"['universal pictures', 'amblin entertainment']",920100000.0
476,Kalifornia,"['propaganda films', 'kouf/bigelow productions']",2395231.0
477,Killing Zoe,['live entertainment'],418961.0
478,King of the Hill,['gramercy pictures'],0.0
479,Lassie,['paramount pictures'],0.0
480,Last Action Hero,"['columbia pictures corporation', 'oak productions']",137298489.0
481,Life With Mikey,['touchstone pictures'],0.0
482,Lightning Jack,['savoy pictures'],0.0
483,M. Butterfly,"['geffen pictures', 'warner bros.']",1499795.0
484,Made in America,"['regency enterprises', 'warner bros.']",0.0
485,Malice,"['columbia pictures', 'new line cinema', 'castle rock entertainment', 'nelvana limited']",46405336.0
486,The Man without a Face,"['icon entertainment international', 'warner bros.']",24760338.0
487,Manhattan Murder Mystery,['tristar pictures'],11285588.0
488,Menace II Society,['new line cinema'],27900000.0
489,Executive Decision,"['silver pictures', 'warner bros.']",121969216.0
490,In the Realm of the Senses,"['argos films', 'oshima productions', 'shibata organisation']",0.0
491,What Happened Was...,"['the samuel goldwyn company', 'good machine']",0.0
492,Much Ado About Nothing,"['renaissance films', 'american playhouse theatrical films']",0.0
493,Mr. Jones,"['tristar pictures', 'rastar films']",0.0
494,Mr. Wonderful,"['warner bros.', 'the samuel goldwyn company', 'night life inc.']",0.0
495,Mrs. Doubtfire,"['twentieth century fox film corporation', 'blue wolf']",441286195.0
496,Naked,"['thin man films', 'the criterion collection']",0.0
497,The Next Karate Kid,['columbia pictures corporation'],15826984.0
498,The New Age,"['regency enterprises', 'alcor films', 'ixtlan', 'warner bros.', 'new regency pictures']",0.0
499,No Escape,"['columbia pictures corporation', 'pacific western', 'allied filmmakers', 'platinum pictures']",15340000.0
500,North,"['columbia pictures', 'new line cinema', 'castle rock entertainment']",0.0
501,Orlando,"['mikado film', 'lenfilm studio', 'adventure pictures']",0.0
502,A Perfect World,"['malpaso productions', 'warner bros.']",135130999.0
503,Philadelphia,"['tristar pictures', 'clinica estetico']",206678440.0
504,The Piano,"['new south wales film & television office', 'the australian film commission', 'ciby 2000', 'jan chapman productions']",116700000.0
505,Poetic Justice,['columbia pictures'],27515786.0
506,The Program,['touchstone pictures'],23042200.0
507,The Puppet Masters,['hollywood pictures'],8638072.0
508,Radioland Murders,['universal pictures'],0.0
509,The Ref,"['touchstone pictures', 'don simpson/jerry bruckheimer films']",11439193.0
510,The Remains of the Day,"['columbia pictures', 'merchant ivory productions']",23237911.0
511,Renaissance Man,"['cinergi pictures entertainment', 'touchstone pictures']",24332324.0
512,Rising Sun,"['twentieth century fox film corporation', 'walrus & associates']",107198790.0
513,The Road to Wellville,"['columbia pictures', 'beacon pictures']",0.0
514,RoboCop 3,['orion pictures'],10696210.0
515,Robin Hood: Men in Tights,"['gaumont', 'twentieth century fox film corporation', 'brooksfilms']",35739755.0
516,Romeo Is Bleeding,"['working title films', 'polygram filmed entertainment', 'hilary henkin']",3275585.0
517,Romper Stomper,"['the australian film commission', 'film victoria', 'seon film productions', 'romper stomper pty. ltd.']",0.0
518,Ruby in Paradise,"['ruby in paradise', 'full crew/say yea']",1001437.0
519,Rudy,['tristar pictures'],22750363.0
520,The Saint of Fort Washington,"['david v. picker productions', 'nessa hyams', 'carrie productions inc.']",0.0
521,Savage Nights,"['sociã©tã© nouvelle de cinã©matographie', 'la sept cinã©ma']",0.0
522,Schindler's List,"['universal pictures', 'amblin entertainment']",321365567.0
523,The Scout,"['twentieth century fox film corporation', 'santo domingo film & music video']",0.0
524,Searching for Bobby Fischer,['mirage enterprises'],7266383.0
525,Second Best,"['regency enterprises', 'alcor films', 'warner bros.', 'fron film production']",0.0
526,The Secret Garden,"['american zoetrope', 'warner bros.']",0.0
527,Serial Mom,"['savoy pictures', 'polar entertainment']",7820688.0
528,The Shadow,['universal pictures'],48063435.0
529,Shadowlands,"['shadowlands productions', 'savoy pictures']",0.0
530,Short Cuts,"['fine line features', 'spelling entertainment', 'avenue entertainment']",6110979.0
531,A Simple Twist of Fate,['touchstone pictures'],0.0
532,Sirens,"['miramax films', 'sarah radclyffe productions - sirens limited', 'british screen finance ltd', 'samson productions ii']",7770731.0
533,Six Degrees of Separation,"['metro-goldwyn-mayer (mgm)', 'new regency pictures', 'maiden movies']",0.0
534,Sleepless in Seattle,['tristar pictures'],227799884.0
535,Sliver,"['paramount pictures', 'robert evans company']",116300000.0
536,Blade Runner,"['shaw brothers', 'warner bros.', 'the ladd company']",33139618.0
537,Son in Law,['hollywood pictures'],36448200.0
538,So I Married an Axe Murderer,['tristar pictures'],11585483.0
539,Striking Distance,"['columbia pictures industries', 'columbia films s.a.']",0.0
540,Harem,,0.0
541,Super Mario Bros.,"['hollywood pictures', 'cinergi pictures entertainment', 'allied filmmakers', 'walt disney', 'nintendo']",20915465.0
542,Surviving the Game,['new line cinema'],7690013.0
543,Terminal Velocity,"['hollywood pictures', 'polygram filmed entertainment', 'interscope communications', 'nomura babcock & brown']",16478900.0
544,Thirty Two Short Films About Glenn Gould,['rhombus media'],0.0
545,Threesome,"['tristar pictures', 'motion picture corporation of america (mpca)']",0.0
546,The Nightmare Before Christmas,"['tim burton productions', 'skellington productions inc.', 'touchstone pictures']",75634409.0
547,The Three Musketeers,"['walt disney pictures', 'caravan pictures']",53898845.0
548,Tombstone,"['hollywood pictures', 'cinergi pictures entertainment']",56505065.0
549,Trial by Jury,"['warner bros.', 'morgan creek productions']",0.0
550,True Romance,"['davis-films', 'august entertainment', 'warner bros.', 'morgan creek productions']",12281551.0
551,The War Room,,0.0
552,The Pagemaster,"['twentieth century fox film corporation', 'turner pictures (i)']",13670688.0
553,"Paris, France","['tã©lã©film canada', 'the ontario film development corporation', 'alliance communications corporation']",0.0
554,"The Beans of Egypt, Maine",,0.0
555,Killer,"['republic pictures (ii)', 'keystone film company (ii)']",0.0
556,Welcome to the Dollhouse,,0.0
557,Germinal,"['renn productions', 'france 2 cinã©ma', 'dd productions']",0.0
558,Chasers,"['warner bros.', 'morgan creek productions']",1596687.0
559,Cronos,['cncaimc'],0.0
560,Naked in New York,"['fine line features', 'some film']",0.0
561,Kika,"['ciby 2000', 'el deseo s.a.']",0.0
562,Bhaji on the Beach,['channel 4 television'],0.0
563,Little Big League,"['columbia pictures', 'castle rock entertainment']",0.0
564,The Slingshot,"['svt drama', 'nordisk film', 'svensk filmindustri (sf)', 'svenska filminstitutet (sfi)']",0.0
